/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_4_WINTER.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_2_SUMMER.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_3_FALL.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_1_SPRING.mov
mode: ORB
video_frame,good_matches_1in0,all_matches_1in0,good_matches_2in0,all_matches_2in0,good_matches_3in0,all_matches_3in0
211,23,230,23,233,23,230
212,23,232,22,221,21,217
213,22,225,24,241,23,235
214,23,233,24,245,23,230
215,23,238,23,230,21,218
216,23,230,23,239,24,242
217,23,234,24,247,24,242
218,24,243,24,246,23,230
219,22,229,23,235,22,225
220,22,223,22,228,22,226
221,22,221,22,226,23,231
222,23,231,23,232,23,236
223,23,230,23,230,24,243
224,23,234,22,222,24,241
225,22,225,22,227,24,242
226,23,231,23,239,24,241
227,23,232,25,250,24,247
228,22,227,22,222,24,249
229,22,224,22,229,23,234
230,22,225,22,229,22,229
231,22,221,22,226,23,233
232,22,223,23,232,23,239
233,22,229,23,236,23,236
234,22,229,22,227,24,240
235,23,234,24,242,24,249
236,21,212,23,238,25,250
237,24,240,24,246,24,249
238,20,207,22,225,24,243
239,23,230,22,227,25,253
240,22,224,23,234,24,242
241,21,210,23,238,24,248
242,23,239,23,237,23,231
243,24,240,22,221,25,258
244,22,223,23,235,24,244
245,22,227,24,242,24,240
246,23,231,22,227,25,251
247,21,219,23,232,23,231
248,23,232,23,237,24,245
249,22,225,22,228,22,228
250,21,218,23,231,23,233
251,19,193,21,210,22,229
252,20,208,21,216,24,242
253,21,212,21,210,22,223
254,21,217,20,205,24,249
255,22,222,21,217,24,246
256,22,225,22,227,24,247
257,21,214,21,217,23,239
258,23,231,22,228,23,238
259,21,216,22,225,23,236
260,21,212,22,227,22,229
261,21,216,22,225,23,232
262,20,203,22,224,23,233
263,21,213,21,215,23,239
264,21,213,22,227,23,236
265,21,212,22,225,24,241
266,21,210,21,215,24,241
267,20,200,20,209,22,228
268,19,192,21,219,24,244
269,18,189,21,217,23,233
270,20,209,21,216,22,224
271,22,222,22,222,24,243
272,21,214,22,224,24,243
273,21,214,21,211,24,242
274,22,223,23,230,25,255
275,22,224,22,227,24,248
276,22,224,21,212,24,248
277,20,208,21,210,24,242
278,23,235,22,227,24,248
279,22,221,21,217,25,254
280,21,219,23,237,25,253
281,23,231,23,236,26,268
282,23,231,23,236,26,264
283,23,239,23,234,25,254
284,24,245,21,217,25,258
285,23,238,23,236,25,257
286,22,228,22,224,24,249
287,23,234,22,228,25,251
288,23,232,22,222,24,249
289,25,253,26,260,25,259
290,26,264,23,233,25,258
291,23,235,23,238,25,259
292,24,247,25,254,25,257
293,26,262,22,228,26,263
294,25,259,23,233,25,253
295,22,228,22,226,24,246
296,24,248,24,249,24,249
297,24,241,23,239,25,254
298,25,256,25,251,25,256
299,24,248,25,251,24,249
300,25,252,23,237,25,252
301,23,239,23,237,24,244
302,25,258,25,251,25,258
303,24,240,25,251,26,265
304,24,244,24,247,24,243
305,24,241,25,255,26,264
306,25,255,25,257,25,252
307,23,238,23,237,25,251
308,24,248,23,230,24,243
309,23,239,22,223,25,250
310,23,236,21,217,25,255
311,24,246,22,224,25,255
312,25,252,24,247,26,261
313,25,251,22,228,26,262
314,25,251,24,243,25,255
315,23,238,24,247,27,272
316,25,254,23,239,25,256
317,26,264,25,252,27,276
318,25,253,26,260,26,266
319,26,266,24,249,26,264
320,26,263,25,253,27,271
321,26,262,26,267,26,261
322,24,246,25,253,27,273
323,25,259,25,250,26,266
324,25,258,25,257,27,274
325,25,255,25,250,26,268
326,26,260,25,253,26,264
327,26,265,25,251,26,269
328,25,256,25,259,26,260
329,25,257,25,251,26,262
330,27,270,26,266,26,269
331,24,248,26,263,26,260
332,26,269,26,260,26,263
333,26,262,24,249,27,277
334,25,257,26,267,26,261
335,25,254,24,249,26,263
336,25,258,26,260,27,272
337,26,261,26,264,26,267
338,26,268,28,280,27,270
339,27,270,26,267,27,275
340,26,263,26,265,26,262
341,26,260,25,256,28,281
342,25,255,26,262,27,277
343,26,261,25,252,26,267
344,26,261,25,253,27,278
345,25,257,24,249,27,270
346,26,262,24,248,26,262
347,25,253,24,247,27,276
348,25,250,25,256,26,268
349,24,247,24,249,28,289
350,25,252,23,239,25,251
351,26,265,24,247,26,267
352,25,253,25,253,26,261
353,25,256,25,250,27,272
354,25,251,23,230,26,264
355,24,248,24,248,24,248
356,25,255,24,245,25,251
357,25,250,23,234,26,262
358,25,250,23,232,27,270
359,26,265,24,240,26,265
360,25,253,24,248,25,259
361,25,250,24,240,25,259
362,26,260,25,251,26,264
363,25,259,25,250,25,258
364,26,268,24,249,26,264
365,26,264,25,255,26,264
366,25,252,25,257,26,263
367,24,245,26,262,26,264
368,25,252,25,252,26,267
369,25,251,25,251,25,257
370,26,264,25,255,27,271
371,25,254,25,259,26,268
372,25,253,25,253,26,267
373,26,264,25,259,27,272
374,24,243,25,251,27,277
375,26,261,25,254,25,254
376,25,253,25,259,27,271
377,25,251,26,267,26,265
378,26,260,26,260,26,265
379,25,259,25,250,25,254
380,26,260,26,260,26,268
381,26,263,25,258,28,283
382,26,261,26,261,26,263
383,25,259,26,266,25,252
384,25,250,25,253,25,257
385,24,249,24,242,26,261
386,24,249,25,259,27,276
387,25,254,24,249,25,258
388,24,244,25,256,27,274
389,25,255,26,262,24,240
390,24,246,25,253,27,271
391,26,263,26,262,26,266
392,25,254,25,256,26,262
393,26,260,25,255,25,258
394,27,279,26,268,26,267
395,26,261,26,263,26,266
396,26,268,25,257,26,263
397,26,269,25,259,27,270
398,26,263,26,267,26,269
399,26,265,26,263,27,275
400,24,244,25,254,26,266
401,26,265,27,274,27,273
402,26,267,26,264,26,266
403,25,259,27,270,27,274
404,27,270,27,272,27,276
405,26,266,28,284,26,267
406,26,266,24,248,26,267
407,27,278,25,253,26,268
408,26,260,26,261,25,259
409,26,260,25,257,26,260
410,27,275,26,265,26,263
411,27,275,27,271,27,276
412,26,267,24,242,25,255
413,26,269,24,247,26,266
414,25,258,26,262,27,274
415,26,269,26,263,26,265
416,25,257,25,250,26,262
417,26,264,25,253,26,264
418,26,260,26,263,26,260
419,26,262,25,255,25,259
420,26,261,24,249,25,253
421,27,273,25,256,26,267
422,27,271,25,257,26,263
423,26,263,26,268,27,270
424,26,269,26,265,27,275
425,26,260,27,274,26,266
426,26,263,26,263,28,280
427,28,280,26,265,27,275
428,27,271,28,285,27,277
429,26,266,25,257,25,258
430,25,259,25,257,27,276
431,25,253,27,271,27,273
432,26,268,27,272,28,280
433,27,277,27,278,26,265
434,27,270,27,278,27,274
435,28,287,28,285,27,274
436,26,268,25,259,28,286
